og_larvalID,larvalID,Ucrit,SL,dam,sire,tank,date,Send.to.NJ,Group
5.06,05.06,8.17,4.34,119,162,C2:4,5/28/19,1,High
5.08,05.08,1.1,NA,119,162,C2:4,5/28/19,1,Low
5.15,05.15,2.27,4.32,119,162,C2:4,5/28/19,1,Low
5.23,05.23,8.33,4.32,119,162,C2:4,5/28/19,1,High
6.01,06.01,2.57,4.24,32,101,D1:3,5/29/19,1,Low
6.07,06.07,2.38,3.94,32,101,D1:3,5/29/19,1,Low
6.12,06.12,6.17,4.11,32,101,D1:3,5/29/19,1,High
6.15,06.15,5.8,4.09,32,101,D1:3,5/29/19,1,High
7.04,07.04,1.97,4.13,33,202,B1:5,3-Jun-19,1,Low
7.06,07.06,3.78,4.19,33,202,B1:5,3-Jun-19,1,High
7.07,07.07,2.4,NA,33,202,B1:5,3-Jun-19,1,Low
7.10,07.10,6.32,4.31,33,202,B1:5,3-Jun-19,1,High
8.12,08.12,0.6,4.56,13,165,B3:3,6/4/19,1,Low
8.15,08.15,8,4.52,13,165,B3:3,6/4/19,1,High
8.17,08.17,0.57,4.19,13,165,B3:3,6/4/19,1,Low
8.21,08.21,7.48,4.42,13,165,B3:3,6/4/19,1,High
9.01,09.01,2.93,4.28,26,142,D3:1,6/7/19,1,Low
9.04,09.04,8.52,3.92,26,142,D3:1,6/7/19,1,High
9.09,09.09,8.33,NA,26,142,D3:1,6/7/19,1,High
9.14,09.14,2.13,4.55,26,142,D3:1,6/7/19,1,Low
10.06,10.06,2,4.13,55,129,D2:4,6/7/19,1,Low
10.08,10.08,6.07,4.34,55,129,D2:4,6/7/19,1,High
10.12,10.12,6.22,NA,55,129,D2:4,6/7/19,1,High
10.15,10.15,1.92,4.25,55,129,D2:4,6/7/19,1,Low
11.1,11.10,6.5,4.27,9,2,A3:5,6/10/19,1,High
11.16,11.16,0.9,4.33,9,2,A3:5,6/10/19,1,Low
11.19,11.19,1.28,4.33,9,2,A3:5,6/10/19,1,Low
11.27,11.27,6.57,4.37,9,2,A3:5,6/10/19,1,High
12.18,12.18,0.42,4.25,114,38,B2:3,6/11/19,1,Low
12.19,12.19,1,4.27,114,38,B2:3,6/11/19,1,Low
12.22,12.22,9.22,4.01,114,38,B2:3,6/11/19,1,High
12.24,12.24,8.68,4.19,114,38,B2:3,6/11/19,1,High
13.08,13.08,0.27,4.11,22,103,B3:1,6/12/19,1,Low
13.18,13.18,0.3,4.23,22,103,B3:1,6/12/19,1,Low
13.25,13.25,5.65,4.11,22,103,B3:1,6/12/19,1,High
13.29,13.29,5.5,4.05,22,103,B3:1,6/12/19,1,High
14.09,14.09,6.75,4.21,78,95,D3:5,6/13/19,1,High
14.23,14.23,0.58,4.41,78,95,D3:5,6/13/19,1,Low
14.26,14.26,7.17,4.02,78,95,D3:5,6/13/19,1,High
14.29,14.29,0.5,NA,78,95,D3:5,6/13/19,1,Low
15.02,15.02,2.25,4.35,10,156,B2:5,6/17/19,1,Low
15.17,15.17,0.88,4.36,10,156,B2:5,6/17/19,1,Low
15.21,15.21,7.67,4.27,10,156,B2:5,6/17/19,1,High
15.22,15.22,8.68,4.46,10,156,B2:5,6/17/19,1,High
16.11,16.11,8.13,4.4,125,144,C1:4,6/19/19,1,High
16.14,16.14,0.98,4.44,125,144,C1:4,6/19/19,1,Low
16.15,16.15,1.47,4.38,125,144,C1:4,6/19/19,1,Low
16.25,16.25,7.37,4.44,125,144,C1:4,6/19/19,1,High
17.09,17.09,1.95,4.1,17,80,C1:2,6/21/19,1,Low
17.1,17.10,2.17,4.3,17,80,C1:2,6/21/19,1,Low
17.18,17.18,6.97,4.19,17,80,C1:2,6/21/19,1,High
17.2,17.20,6.88,4.25,17,80,C1:2,6/21/19,1,High
18.15,18.15,1.03,4.09,59,115,B3:4,6/26/19,1,Low
18.2,18.20,6.52,4.26,59,115,B3:4,6/26/19,1,High
18.27,18.27,6.5,4.25,59,115,B3:4,6/26/19,1,High
18.28,18.28,1.38,3.98,59,115,B3:4,6/26/19,1,Low
19.15,19.15,0.62,4.25,85,173,C2:2,6/27/19,1,Low
19.16,19.16,7.33,4.23,85,173,C2:2,6/27/19,1,High
19.17,19.17,1.2,4.35,85,173,C2:2,6/27/19,1,Low
19.21,19.21,7.33,4.28,85,173,C2:2,6/27/19,1,High
20.22,20.22,0.73,4.04,70,98,A3:1,6/28/19,1,Low
20.28,20.28,0.73,4.3,70,98,A3:1,6/28/19,1,Low
20.29,20.29,8.82,4.25,70,98,A3:1,6/28/19,1,High
20.3,20.30,7.32,4.54,70,98,A3:1,6/28/19,1,High
21.01,21.01,5.07,3.94,269,94,D1:2,7/1/19,1,High
21.08,21.08,0.4,NA,269,94,D1:2,7/1/19,1,Low
21.23,21.23,0.42,4.13,269,94,D1:2,7/1/19,1,Low
21.25,21.25,5.23,4.12,269,94,D1:2,7/1/19,1,High
22.01,22.01,2.08,4.31,19,175,A1:4,7/2/19,1,Low
22.09,22.09,2.15,4.09,19,175,A1:4,7/2/19,1,Low
22.12,22.12,6.7,4.3,19,175,A1:4,7/2/19,1,High
22.15,22.15,6.33,4.29,19,175,A1:4,7/2/19,1,High
23.04,23.04,0.13,4.37,74,116,C1:3,7/3/19,1,Low
23.08,23.08,5.97,4.34,74,116,C1:3,7/3/19,1,High
23.23,23.23,5.47,4.27,74,116,C1:3,7/3/19,1,High
23.26,23.26,0.18,4.23,74,116,C1:3,7/3/19,1,Low
24.02,24.02,6,4.25,58,296,D3:3,7/11/19,1,High
24.06,24.06,7.25,4.16,58,296,D3:3,7/11/19,1,High
24.09,24.09,1.05,4.24,58,296,D3:3,7/11/19,1,Low
24.14,24.14,1.03,4.3,58,296,D3:3,7/11/19,1,Low
25.09,25.09,5.63,4.09,18,111,B1:1,7/13/19,1,High
25.13,25.13,5.97,4.27,18,111,B1:1,7/13/19,1,High
25.16,25.16,2.22,4.24,18,111,B1:1,7/13/19,1,Low
25.17,25.17,1.8,4.36,18,111,B1:1,7/13/19,1,Low
26.02,26.02,6.3,4.27,66,96,A1:3,7/15/19,1,High
26.03,26.03,2.62,4.11,66,96,A1:3,7/15/19,1,Low
26.04,26.04,4.88,4.25,66,96,A1:3,7/15/19,1,High
26.05,26.05,0.82,4.46,66,96,A1:3,7/15/19,1,Low
27.07,27.07,6.78,4.33,47,102,A3:3,7/15/19,1,High
27.08,27.08,3.62,NA,47,102,A3:3,7/15/19,1,Low
27.12,27.12,8,4.38,47,102,A3:3,7/15/19,1,High
27.13,27.13,2.98,4.02,47,102,A3:3,7/15/19,1,Low
28.17,28.17,0.3,4.43,130,152,D3:2,7/16/19,1,Low
28.23,28.23,6.97,4.35,130,152,D3:2,7/16/19,1,High
28.27,28.27,7.03,4.39,130,152,D3:2,7/16/19,1,High
28.28,28.28,0.22,4.27,130,152,D3:2,7/16/19,1,Low
29.01,29.01,7.12,4.22,31,79,C1:1,7/17/19,1,High
29.07,29.07,1.17,4.35,31,79,C1:1,7/17/19,1,Low
29.14,29.14,0.55,4.28,31,79,C1:1,7/17/19,1,Low
29.29,29.29,7.35,4.26,31,79,C1:1,7/17/19,1,High
30.07,30.07,8.33,4.36,57,62,B3:2,7/18/19,1,High
30.1,30.10,7.4,4.26,57,62,B3:2,7/18/19,1,High
30.12,30.12,1.75,4.35,57,62,B3:2,7/18/19,1,Low
30.21,30.21,0.9,4.28,57,62,B3:2,7/18/19,1,Low
31.07,31.07,0.13,4.24,6,108,A2:1,7/26/19,1,Low
31.1,31.10,5.68,4.36,6,108,A2:1,7/26/19,1,High
31.21,31.21,5.53,4.29,6,108,A2:1,7/26/19,1,High
31.24,31.24,0.2,4.26,6,108,A2:1,7/26/19,1,Low
32.03,32.03,6.63,4.3,5,137,A1:5,7/29/19,1,High
32.15,32.15,6.17,4.23,5,137,A1:5,7/29/19,1,High
32.24,32.24,0.72,4.52,5,137,A1:5,7/29/19,1,Low
32.26,32.26,0.47,4.14,5,137,A1:5,7/29/19,1,Low
33.02,33.02,0.52,4.06,36,118,C2:1,7/30/19,1,Low
33.05,33.05,9.02,4.36,36,118,C2:1,7/30/19,1,High
33.08,33.08,0.75,4.05,36,118,C2:1,7/30/19,1,Low
33.13,33.13,9.45,4.27,36,118,C2:1,7/30/19,1,High
34.05,34.05,6.55,4.08,30,171,A3:5,8/1/19,1,High
34.06,34.06,6.78,4.39,30,171,A3:5,8/1/19,1,High
34.13,34.13,0.98,4.19,30,171,A3:5,8/1/19,1,Low
34.14,34.14,1.13,NA,30,171,A3:5,8/1/19,1,Low
35.02,35.02,6.78,4.32,13,103,B3:3,8/2/19,1,High
35.07,35.07,5.72,4.14,13,103,B3:3,8/2/19,1,High
35.11,35.11,0.27,4.37,13,103,B3:3,8/2/19,1,Low
35.14,35.14,0.23,4.08,13,103,B3:3,8/2/19,1,Low
36.01,36.01,2.53,4.31,61,2,A1:2,8/7/19,1,Low
36.04,36.04,0.38,4.28,61,2,A1:2,8/7/19,1,Low
36.06,36.06,6.57,NA,61,2,A1:2,8/7/19,1,High
36.12,36.12,6.22,4.24,61,2,A1:2,8/7/19,1,High
37.1,37.10,1.8,4.18,30,171,A3:5,8/14/19,1,Low
37.12,37.12,6.53,4.44,30,171,A3:5,8/14/19,1,High
37.15,37.15,7.25,4.42,30,171,A3:5,8/14/19,1,High
37.18,37.18,2.25,4.36,30,171,A3:5,8/14/19,1,Low
38.02,38.02,0.38,4.18,14,174,A3:4,8/15/19,1,Low
38.12,38.12,0.32,4.33,14,174,A3:4,8/15/19,1,Low
38.14,38.14,8.42,4.02,14,174,A3:4,8/15/19,1,High
38.28,38.28,6.88,4.33,14,174,A3:4,8/15/19,1,High
39.03,39.03,2.03,4.46,66,96,A1:3,8/16/19,1,Low
39.12,39.12,0.57,4.32,66,96,A1:3,8/16/19,1,Low
39.14,39.14,6.68,4.17,66,96,A1:3,8/16/19,1,High
39.15,39.15,6.77,4.37,66,96,A1:3,8/16/19,1,High
40.06,40.06,0.37,4.48,13,103,B3:3,8/16/19,1,Low
40.09,40.09,2.93,NA,13,103,B3:3,8/16/19,1,Low
40.11,40.11,6.77,4.36,13,103,B3:3,8/16/19,1,High
40.15,40.15,7.43,4.28,13,103,B3:3,8/16/19,1,High
41.02,41.02,0.23,4.15,9,97,A2:4,8/18/19,1,Low
41.09,41.09,0.52,4.11,9,97,A2:4,8/18/19,1,Low
41.1,41.10,7.15,4.23,9,97,A2:4,8/18/19,1,High
41.28,41.28,7.3,4.15,9,97,A2:4,8/18/19,1,High
42.01,42.01,0.23,4.06,29,122,C3:2,8/19/19,1,Low
42.06,42.06,0.62,4.19,29,122,C3:2,8/19/19,1,Low
42.11,42.11,7.45,4.33,29,122,C3:2,8/19/19,1,High
42.15,42.15,6.6,4.19,29,122,C3:2,8/19/19,1,High
43.05,43.05,6.37,4.46,61,2,A1:2,8/21/19,1,High
43.11,43.11,2.7,NA,61,2,A1:2,8/21/19,1,Low
43.14,43.14,2.68,4.18,61,2,A1:2,8/21/19,1,Low
43.15,43.15,6.37,4.16,61,2,A1:2,8/21/19,1,High
44.01,44.01,2.33,NA,55,129,D2:5,9/11/19,1,Low
44.07,44.07,7.17,4.09,55,129,D2:5,9/11/19,1,High
44.12,44.12,6.6,4.11,55,129,D2:5,9/11/19,1,High
44.13,44.13,2.28,4.04,55,129,D2:5,9/11/19,1,Low
5.01,5.01,6.6,NA,119,162,C2:4,5/28/19,NA,
5.02,5.02,5.28,NA,119,162,C2:4,5/28/19,NA,
5.03,5.03,6.95,4.26,119,162,C2:4,5/28/19,NA,
5.04,5.04,2.35,4.17,119,162,C2:4,5/28/19,NA,
5.05,5.05,5.4,4.29,119,162,C2:4,5/28/19,NA,
5.07,5.07,7.6,4.13,119,162,C2:4,5/28/19,NA,
5.09,5.09,6.87,4.34,119,162,C2:4,5/28/19,NA,
5.1,5.1,6.43,NA,119,162,C2:4,5/28/19,NA,
5.11,5.11,10.32,4.35,119,162,C2:4,5/28/19,NA,
5.12,5.12,3.7,4.3,119,162,C2:4,5/28/19,NA,
5.13,5.13,7.02,4.39,119,162,C2:4,5/28/19,NA,
5.14,5.14,4.25,4.43,119,162,C2:4,5/28/19,NA,
5.16,5.16,7.3,4.37,119,162,C2:4,5/28/19,NA,
5.17,5.17,6.67,4.43,119,162,C2:4,5/28/19,NA,
5.18,5.18,6.62,4.37,119,162,C2:4,5/28/19,NA,
5.19,5.19,3.27,4.26,119,162,C2:4,5/28/19,NA,
5.2,5.2,4.83,4.45,119,162,C2:4,5/28/19,NA,
5.21,5.21,2.28,4.41,119,162,C2:4,5/28/19,NA,
5.22,5.22,4.85,4.25,119,162,C2:4,5/28/19,NA,
5.24,5.24,7.18,4.3,119,162,C2:4,5/28/19,NA,
5.25,5.25,6.42,4.33,119,162,C2:4,5/28/19,NA,
5.26,5.26,5.33,4.39,119,162,C2:4,5/28/19,NA,
5.27,5.27,6,4.14,119,162,C2:4,5/28/19,NA,
5.28,5.28,0.78,4.42,119,162,C2:4,5/28/19,NA,
5.29,5.29,6.47,4.24,119,162,C2:4,5/28/19,NA,
5.3,5.3,4.43,4.28,119,162,C2:4,5/28/19,NA,
6.02,6.02,4.83,4,32,101,D1:3,5/29/19,NA,
6.03,6.03,4.8,4.24,32,101,D1:3,5/29/19,NA,
6.04,6.04,2.38,4.06,32,101,D1:3,5/29/19,NA,
6.05,6.05,4.47,4.05,32,101,D1:3,5/29/19,NA,
6.06,6.06,3.97,4.09,32,101,D1:3,5/29/19,NA,
6.08,6.08,3.38,4.34,32,101,D1:3,5/29/19,NA,
6.09,6.09,3.27,4.18,32,101,D1:3,5/29/19,NA,
6.1,6.1,3.83,4.04,32,101,D1:3,5/29/19,NA,
6.11,6.11,6.37,4.07,32,101,D1:3,5/29/19,NA,
6.13,6.13,5.5,4.04,32,101,D1:3,5/29/19,NA,
6.14,6.14,3.4,4.33,32,101,D1:3,5/29/19,NA,
6.16,6.16,5.27,3.93,32,101,D1:3,5/29/19,NA,
8.01,8.01,3.58,4.43,13,165,B3:3,6/4/19,NA,
8.02,8.02,3.23,4.35,13,165,B3:3,6/4/19,NA,
8.03,8.03,4.22,4.34,13,165,B3:3,6/4/19,NA,
8.04,8.04,0.52,4.46,13,165,B3:3,6/4/19,NA,
8.05,8.05,6.32,4.17,13,165,B3:3,6/4/19,NA,
8.06,8.06,6.17,4.31,13,165,B3:3,6/4/19,NA,
8.07,8.07,6.73,4.34,13,165,B3:3,6/4/19,NA,
8.08,8.08,2.72,4.36,13,165,B3:3,6/4/19,NA,
8.09,8.09,4.9,4.35,13,165,B3:3,6/4/19,NA,
8.1,8.1,6.08,4.42,13,165,B3:3,6/4/19,NA,
8.11,8.11,2.78,4.43,13,165,B3:3,6/4/19,NA,
8.13,8.13,6.28,4.42,13,165,B3:3,6/4/19,NA,
8.14,8.14,5.33,4.51,13,165,B3:3,6/4/19,NA,
8.16,8.16,6.2,4.58,13,165,B3:3,6/4/19,NA,
8.18,8.18,7.3,4.25,13,165,B3:3,6/4/19,NA,
8.19,8.19,1.33,NA,13,165,B3:3,6/4/19,NA,
8.2,8.2,6.57,NA,13,165,B3:3,6/4/19,NA,
8.22,8.22,3.72,4.5,13,165,B3:3,6/4/19,NA,
8.23,8.23,8.33,4.11,13,165,B3:3,6/4/19,NA,
8.24,8.24,1.43,4.48,13,165,B3:3,6/4/19,NA,
8.25,8.25,4.37,4.4,13,165,B3:3,6/4/19,NA,
8.26,8.26,6.28,4.17,13,165,B3:3,6/4/19,NA,
8.27,8.27,6.6,4.61,13,165,B3:3,6/4/19,NA,
8.28,8.28,6.33,4.45,13,165,B3:3,6/4/19,NA,
8.29,8.29,6.75,4.35,13,165,B3:3,6/4/19,NA,
8.3,8.3,5.33,4.45,13,165,B3:3,6/4/19,NA,
9.02,9.02,6.65,4.15,26,142,D3:1,6/7/19,NA,
9.03,9.03,6.47,4.3,26,142,D3:1,6/7/19,NA,
9.05,9.05,7.47,3.99,26,142,D3:1,6/7/19,NA,
9.06,9.06,5.82,4.32,26,142,D3:1,6/7/19,NA,
9.07,9.07,6.22,NA,26,142,D3:1,6/7/19,NA,
9.08,9.08,6.6,NA,26,142,D3:1,6/7/19,NA,
9.1,9.1,6.4,NA,26,142,D3:1,6/7/19,NA,
9.11,9.11,1.82,NA,26,142,D3:1,6/7/19,NA,
9.12,9.12,5.77,4.52,26,142,D3:1,6/7/19,NA,
9.13,9.13,6,NA,26,142,D3:1,6/7/19,NA,
9.15,9.15,5.68,4.3,26,142,D3:1,6/7/19,NA,
9.16,9.16,9.52,4.42,26,142,D3:1,6/7/19,NA,
9.17,9.17,7.33,4.21,26,142,D3:1,6/7/19,NA,
9.18,9.18,7.1,4.46,26,142,D3:1,6/7/19,NA,
9.19,9.19,6.67,4.48,26,142,D3:1,6/7/19,NA,
9.2,9.2,6.25,4.36,26,142,D3:1,6/7/19,NA,
10.01,10.01,3.12,4.33,55,129,D2:4,6/7/19,NA,
10.02,10.02,3.77,4.24,55,129,D2:4,6/7/19,NA,
10.03,10.03,3.42,4.22,55,129,D2:4,6/7/19,NA,
10.04,10.04,5.73,4.17,55,129,D2:4,6/7/19,NA,
10.05,10.05,5.48,NA,55,129,D2:4,6/7/19,NA,
10.07,10.07,5.38,4.09,55,129,D2:4,6/7/19,NA,
10.09,10.09,1.33,NA,55,129,D2:4,6/7/19,NA,
10.1,10.1,2.82,3.86,55,129,D2:4,6/7/19,NA,
10.11,10.11,4.78,4.09,55,129,D2:4,6/7/19,NA,
10.13,10.13,6.7,4.14,55,129,D2:4,6/7/19,NA,
10.14,10.14,2.07,NA,55,129,D2:4,6/7/19,NA,
11.01,11.01,4.82,NA,9,2,A3:5,6/10/19,NA,
11.02,11.02,6.35,4.46,9,2,A3:5,6/10/19,NA,
11.03,11.03,4.33,4.27,9,2,A3:5,6/10/19,NA,
11.04,11.04,5.37,4.27,9,2,A3:5,6/10/19,NA,
11.05,11.05,4.37,4.31,9,2,A3:5,6/10/19,NA,
11.06,11.06,5.45,NA,9,2,A3:5,6/10/19,NA,
11.07,11.07,4.23,4.57,9,2,A3:5,6/10/19,NA,
11.08,11.08,1.37,NA,9,2,A3:5,6/10/19,NA,
11.09,11.09,6.35,NA,9,2,A3:5,6/10/19,NA,
11.11,11.11,3.58,4.37,9,2,A3:5,6/10/19,NA,
11.12,11.12,4.67,4.34,9,2,A3:5,6/10/19,NA,
11.13,11.13,2.13,4.41,9,2,A3:5,6/10/19,NA,
11.14,11.14,2.47,4.34,9,2,A3:5,6/10/19,NA,
11.15,11.15,4.33,4.2,9,2,A3:5,6/10/19,NA,
11.17,11.17,3.67,4.33,9,2,A3:5,6/10/19,NA,
11.18,11.18,2.87,4.57,9,2,A3:5,6/10/19,NA,
11.2,11.2,10.33,4.32,9,2,A3:5,6/10/19,NA,
11.21,11.21,5.8,4.44,9,2,A3:5,6/10/19,NA,
11.22,11.22,4.45,NA,9,2,A3:5,6/10/19,NA,
11.23,11.23,4.43,4.35,9,2,A3:5,6/10/19,NA,
11.24,11.24,2,4.39,9,2,A3:5,6/10/19,NA,
11.25,11.25,6.12,4.32,9,2,A3:5,6/10/19,NA,
11.26,11.26,6.27,4.56,9,2,A3:5,6/10/19,NA,
11.28,11.28,2.67,4.44,9,2,A3:5,6/10/19,NA,
11.29,11.29,0.42,4.4,9,2,A3:5,6/10/19,NA,
11.3,11.3,3.45,4.31,9,2,A3:5,6/10/19,NA,
12.01,12.01,6,4.25,114,38,B2:3,6/11/19,NA,
12.02,12.02,6.33,NA,114,38,B2:3,6/11/19,NA,
12.03,12.03,1.93,4.54,114,38,B2:3,6/11/19,NA,
12.04,12.04,5.97,4.29,114,38,B2:3,6/11/19,NA,
12.05,12.05,6.48,4.38,114,38,B2:3,6/11/19,NA,
12.06,12.06,0.33,4.25,114,38,B2:3,6/11/19,NA,
12.07,12.07,2.97,4.26,114,38,B2:3,6/11/19,NA,
12.08,12.08,9.48,4.28,114,38,B2:3,6/11/19,NA,
12.09,12.09,5.37,4.11,114,38,B2:3,6/11/19,NA,
12.1,12.1,6.88,4.39,114,38,B2:3,6/11/19,NA,
12.11,12.11,4.3,NA,114,38,B2:3,6/11/19,NA,
12.12,12.12,3.85,4.35,114,38,B2:3,6/11/19,NA,
12.13,12.13,1.57,4.49,114,38,B2:3,6/11/19,NA,
12.14,12.14,4.6,4.34,114,38,B2:3,6/11/19,NA,
12.15,12.15,3.83,4.16,114,38,B2:3,6/11/19,NA,
12.16,12.16,7.7,4.12,114,38,B2:3,6/11/19,NA,
12.17,12.17,2.92,4.23,114,38,B2:3,6/11/19,NA,
12.2,12.2,5.02,4.13,114,38,B2:3,6/11/19,NA,
12.21,12.21,2.23,4.35,114,38,B2:3,6/11/19,NA,
12.23,12.23,2.35,4.3,114,38,B2:3,6/11/19,NA,
12.25,12.25,2.55,4.15,114,38,B2:3,6/11/19,NA,
12.26,12.26,4.78,4.28,114,38,B2:3,6/11/19,NA,
12.27,12.27,7.2,4.19,114,38,B2:3,6/11/19,NA,
12.28,12.28,4.32,4.26,114,38,B2:3,6/11/19,NA,
12.29,12.29,8,4.26,114,38,B2:3,6/11/19,NA,
12.3,12.3,7.85,4.35,114,38,B2:3,6/11/19,NA,
13.01,13.01,2.65,4.21,22,103,B3:1,6/12/19,NA,
13.02,13.02,2,4.26,22,103,B3:1,6/12/19,NA,
13.03,13.03,2.23,4.28,22,103,B3:1,6/12/19,NA,
13.04,13.04,1.63,4.24,22,103,B3:1,6/12/19,NA,
13.05,13.05,0.55,4.26,22,103,B3:1,6/12/19,NA,
13.06,13.06,0.22,4.1,22,103,B3:1,6/12/19,NA,
13.07,13.07,4.1,4.21,22,103,B3:1,6/12/19,NA,
13.09,13.09,2.6,4.22,22,103,B3:1,6/12/19,NA,
13.1,13.1,1.5,4.07,22,103,B3:1,6/12/19,NA,
13.11,13.11,6.25,4.1,22,103,B3:1,6/12/19,NA,
13.12,13.12,1.02,4.42,22,103,B3:1,6/12/19,NA,
13.13,13.13,3.22,4.07,22,103,B3:1,6/12/19,NA,
13.14,13.14,2.17,4.32,22,103,B3:1,6/12/19,NA,
13.15,13.15,1.87,4.17,22,103,B3:1,6/12/19,NA,
13.16,13.16,2.17,4.18,22,103,B3:1,6/12/19,NA,
13.17,13.17,2.1,4.3,22,103,B3:1,6/12/19,NA,
13.19,13.19,3.23,NA,22,103,B3:1,6/12/19,NA,
13.2,13.2,0.98,4.19,22,103,B3:1,6/12/19,NA,
13.21,13.21,2.12,4.27,22,103,B3:1,6/12/19,NA,
13.22,13.22,3.75,4.18,22,103,B3:1,6/12/19,NA,
13.23,13.23,2.1,4.1,22,103,B3:1,6/12/19,NA,
13.24,13.24,1.87,3.99,22,103,B3:1,6/12/19,NA,
13.26,13.26,1.8,4.31,22,103,B3:1,6/12/19,NA,
13.27,13.27,2.17,NA,22,103,B3:1,6/12/19,NA,
13.28,13.28,0.47,4.09,22,103,B3:1,6/12/19,NA,
13.3,13.3,3.85,4.18,22,103,B3:1,6/12/19,NA,
14.01,14.01,3.48,4.03,78,95,D3:5,6/13/19,NA,
14.02,14.02,2.68,4.41,78,95,D3:5,6/13/19,NA,
14.03,14.03,4.67,NA,78,95,D3:5,6/13/19,NA,
14.04,14.04,4.25,4.24,78,95,D3:5,6/13/19,NA,
14.05,14.05,7.45,4.26,78,95,D3:5,6/13/19,NA,
14.06,14.06,4.53,4.11,78,95,D3:5,6/13/19,NA,
14.07,14.07,2.43,NA,78,95,D3:5,6/13/19,NA,
14.08,14.08,5.92,4.13,78,95,D3:5,6/13/19,NA,
14.1,14.1,6.33,4.33,78,95,D3:5,6/13/19,NA,
14.11,14.11,2.83,4.35,78,95,D3:5,6/13/19,NA,
14.12,14.12,5.7,4.3,78,95,D3:5,6/13/19,NA,
14.13,14.13,5.85,4.38,78,95,D3:5,6/13/19,NA,
14.14,14.14,0.07,4.38,78,95,D3:5,6/13/19,NA,
14.15,14.15,4.73,4.23,78,95,D3:5,6/13/19,NA,
14.16,14.16,5.73,4.34,78,95,D3:5,6/13/19,NA,
14.17,14.17,2.15,4.21,78,95,D3:5,6/13/19,NA,
14.18,14.18,6.33,NA,78,95,D3:5,6/13/19,NA,
14.19,14.19,0.93,4.27,78,95,D3:5,6/13/19,NA,
14.2,14.2,4.65,4.2,78,95,D3:5,6/13/19,NA,
14.21,14.21,4.95,4.39,78,95,D3:5,6/13/19,NA,
14.22,14.22,3.43,4.26,78,95,D3:5,6/13/19,NA,
14.24,14.24,0.7,4.27,78,95,D3:5,6/13/19,NA,
14.25,14.25,6.37,4.15,78,95,D3:5,6/13/19,NA,
14.27,14.27,3.42,4.23,78,95,D3:5,6/13/19,NA,
14.28,14.28,5.53,4.29,78,95,D3:5,6/13/19,NA,
14.3,14.3,6.6,NA,78,95,D3:5,6/13/19,NA,
15.01,15.01,6.35,4.11,10,156,B2:5,6/17/19,NA,
15.03,15.03,5.2,4.43,10,156,B2:5,6/17/19,NA,
